id,cluster
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip5,4
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip6,3
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip0,0
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip1,9
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip2,6
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip3,3
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip4,6
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip5,3
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip6,3
015_Ellie Goulding - Burn (Official Video)_clip0,2
015_Ellie Goulding - Burn (Official Video)_clip1,9
015_Ellie Goulding - Burn (Official Video)_clip2,9
015_Ellie Goulding - Burn (Official Video)_clip3,9
015_Ellie Goulding - Burn (Official Video)_clip4,9
015_Ellie Goulding - Burn (Official Video)_clip5,9
015_Ellie Goulding - Burn (Official Video)_clip6,9
016_Calvin Harris - Summer (Official Video)_clip0,6
016_Calvin Harris - Summer (Official Video)_clip1,6
016_Calvin Harris - Summer (Official Video)_clip2,1
016_Calvin Harris - Summer (Official Video)_clip3,3
016_Calvin Harris - Summer (Official Video)_clip4,1
016_Calvin Harris - Summer (Official Video)_clip5,1
016_Calvin Harris - Summer (Official Video)_clip6,1
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip0,7
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip1,2
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip2,7
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip3,8
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip4,1
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip5,2
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip6,1
018_Carly Rae Jepsen - Call Me Maybe_clip0,6
018_Carly Rae Jepsen - Call Me Maybe_clip1,1
018_Carly Rae Jepsen - Call Me Maybe_clip2,6
018_Carly Rae Jepsen - Call Me Maybe_clip3,1
018_Carly Rae Jepsen - Call Me Maybe_clip4,6
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip0,2
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip1,6
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip2,3
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip3,2
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip4,2
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip5,3
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip6,3
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip7,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip0,6
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip1,2
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip2,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip3,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip4,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip5,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip6,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip7,5
021_Sam Smith - Too Good At Goodbyes_clip0,6
021_Sam Smith - Too Good At Goodbyes_clip1,6
021_Sam Smith - Too Good At Goodbyes_clip2,6
021_Sam Smith - Too Good At Goodbyes_clip3,3
021_Sam Smith - Too Good At Goodbyes_clip4,2
021_Sam Smith - Too Good At Goodbyes_clip5,3
021_Sam Smith - Too Good At Goodbyes_clip6,3
021_Sam Smith - Too Good At Goodbyes_clip7,7
022_One Direction - What Makes You Beautiful (Official Video)_clip0,2
022_One Direction - What Makes You Beautiful (Official Video)_clip1,1
022_One Direction - What Makes You Beautiful (Official Video)_clip2,8
022_One Direction - What Makes You Beautiful (Official Video)_clip3,8
022_One Direction - What Makes You Beautiful (Official Video)_clip4,8
022_One Direction - What Makes You Beautiful (Official Video)_clip5,8
023_Charlie Puth - Attention [Official Video]_clip0,5
023_Charlie Puth - Attention [Official Video]_clip1,9
023_Charlie Puth - Attention [Official Video]_clip2,9
023_Charlie Puth - Attention [Official Video]_clip3,9
023_Charlie Puth - Attention [Official Video]_clip4,7
023_Charlie Puth - Attention [Official Video]_clip5,9
023_Charlie Puth - Attention [Official Video]_clip6,7
024_James Arthur - Say You Won't Let Go_clip0,6
024_James Arthur - Say You Won't Let Go_clip1,4
024_James Arthur - Say You Won't Let Go_clip2,4
024_James Arthur - Say You Won't Let Go_clip3,4
024_James Arthur - Say You Won't Let Go_clip4,4
024_James Arthur - Say You Won't Let Go_clip5,4
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip0,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip1,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip2,7
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip3,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip4,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip5,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip6,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip7,8
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip8,9
026_Taylor Swift - You Belong With Me_clip0,8
026_Taylor Swift - You Belong With Me_clip1,8
026_Taylor Swift - You Belong With Me_clip2,8
026_Taylor Swift - You Belong With Me_clip3,8
026_Taylor Swift - You Belong With Me_clip4,8
026_Taylor Swift - You Belong With Me_clip5,8
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip0",2
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip1",8
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip2",8
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip3",8
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip4",8
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip5",8
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip6",8
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip0,7
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip1,5
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip2,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip3,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip4,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip5,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip6,4
029_Ariana Grande - no tears left to cry (Official Video)_clip0,5
029_Ariana Grande - no tears left to cry (Official Video)_clip1,2
029_Ariana Grande - no tears left to cry (Official Video)_clip2,0
029_Ariana Grande - no tears left to cry (Official Video)_clip3,3
029_Ariana Grande - no tears left to cry (Official Video)_clip4,5
029_Ariana Grande - no tears left to cry (Official Video)_clip5,3
029_Ariana Grande - no tears left to cry (Official Video)_clip6,7
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip0,4
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip1,4
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip2,5
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip3,4
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip4,4
031_Rihanna - We Found Love ft. Calvin Harris_clip0,9
031_Rihanna - We Found Love ft. Calvin Harris_clip1,7
031_Rihanna - We Found Love ft. Calvin Harris_clip2,8
031_Rihanna - We Found Love ft. Calvin Harris_clip3,6
031_Rihanna - We Found Love ft. Calvin Harris_clip4,8
031_Rihanna - We Found Love ft. Calvin Harris_clip5,8
031_Rihanna - We Found Love ft. Calvin Harris_clip6,5
031_Rihanna - We Found Love ft. Calvin Harris_clip7,8
032_One Direction - Drag Me Down (Official Video)_clip0,9
032_One Direction - Drag Me Down (Official Video)_clip1,9
032_One Direction - Drag Me Down (Official Video)_clip2,9
032_One Direction - Drag Me Down (Official Video)_clip3,4
032_One Direction - Drag Me Down (Official Video)_clip4,5
033_One Direction - Story of My Life_clip0,4
033_One Direction - Story of My Life_clip1,2
033_One Direction - Story of My Life_clip2,4
033_One Direction - Story of My Life_clip3,4
033_One Direction - Story of My Life_clip4,4
033_One Direction - Story of My Life_clip5,7
033_One Direction - Story of My Life_clip6,2
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip0,6
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip1,2
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip2,6
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip3,0
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip4,5
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip5,8
035_Rihanna - Only Girl (In The World)_clip0,0
035_Rihanna - Only Girl (In The World)_clip1,8
035_Rihanna - Only Girl (In The World)_clip2,1
035_Rihanna - Only Girl (In The World)_clip3,8
035_Rihanna - Only Girl (In The World)_clip4,1
035_Rihanna - Only Girl (In The World)_clip5,1
035_Rihanna - Only Girl (In The World)_clip6,1
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip0,5
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip1,5
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip2,4
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip3,4
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip4,4
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip5,4
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip0,8
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip1,3
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip2,8
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip3,1
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip4,8
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip5,7
038_Katy Perry - The One That Got Away (Official Music Video)_clip0,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip1,8
038_Katy Perry - The One That Got Away (Official Music Video)_clip2,8
038_Katy Perry - The One That Got Away (Official Music Video)_clip3,8
038_Katy Perry - The One That Got Away (Official Music Video)_clip4,8
038_Katy Perry - The One That Got Away (Official Music Video)_clip5,8
038_Katy Perry - The One That Got Away (Official Music Video)_clip6,8
038_Katy Perry - The One That Got Away (Official Music Video)_clip7,7
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip0,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip1,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip2,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip3,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip4,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip5,8
040_Little Mix - Black Magic (Official Video)_clip0,8
040_Little Mix - Black Magic (Official Video)_clip1,0
040_Little Mix - Black Magic (Official Video)_clip2,8
040_Little Mix - Black Magic (Official Video)_clip3,8
040_Little Mix - Black Magic (Official Video)_clip4,0
040_Little Mix - Black Magic (Official Video)_clip5,8
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip0,6
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip1,8
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip2,9
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip3,7
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip4,6
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip5,6
042_Charlie Puth - One Call Away [Official Video]_clip0,7
042_Charlie Puth - One Call Away [Official Video]_clip1,5
042_Charlie Puth - One Call Away [Official Video]_clip2,9
042_Charlie Puth - One Call Away [Official Video]_clip3,9
042_Charlie Puth - One Call Away [Official Video]_clip4,9
042_Charlie Puth - One Call Away [Official Video]_clip5,9
042_Charlie Puth - One Call Away [Official Video]_clip6,7
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip0,5
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip1,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip2,5
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip3,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip4,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip5,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip6,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip7,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip8,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip9,7
044_Zara Larsson - Lush Life (Official Video)_clip0,4
044_Zara Larsson - Lush Life (Official Video)_clip1,5
044_Zara Larsson - Lush Life (Official Video)_clip2,4
044_Zara Larsson - Lush Life (Official Video)_clip3,4
044_Zara Larsson - Lush Life (Official Video)_clip4,4
044_Zara Larsson - Lush Life (Official Video)_clip5,4
045_Pharrell Williams - Happy (Official Video)_clip0,9
045_Pharrell Williams - Happy (Official Video)_clip1,6
045_Pharrell Williams - Happy (Official Video)_clip2,6
045_Pharrell Williams - Happy (Official Video)_clip3,3
045_Pharrell Williams - Happy (Official Video)_clip4,6
045_Pharrell Williams - Happy (Official Video)_clip5,9
045_Pharrell Williams - Happy (Official Video)_clip6,9
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip0,6
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip1,6
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip2,5
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip3,6
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip4,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip5,6
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip6,7
047_One Direction - Live While We're Young_clip0,1
047_One Direction - Live While We're Young_clip1,1
047_One Direction - Live While We're Young_clip2,2
047_One Direction - Live While We're Young_clip3,1
047_One Direction - Live While We're Young_clip4,1
048_Coldplay - Viva La Vida (Official Video)_clip0,9
048_Coldplay - Viva La Vida (Official Video)_clip1,9
048_Coldplay - Viva La Vida (Official Video)_clip2,9
048_Coldplay - Viva La Vida (Official Video)_clip3,9
048_Coldplay - Viva La Vida (Official Video)_clip4,9
048_Coldplay - Viva La Vida (Official Video)_clip5,9
048_Coldplay - Viva La Vida (Official Video)_clip6,9
049_Taylor Swift - Style_clip0,1
049_Taylor Swift - Style_clip1,1
049_Taylor Swift - Style_clip2,1
049_Taylor Swift - Style_clip3,1
049_Taylor Swift - Style_clip4,1
049_Taylor Swift - Style_clip5,1
049_Taylor Swift - Style_clip6,1
050_Taylor Swift - We Are Never Ever Getting Back Together_clip0,1
050_Taylor Swift - We Are Never Ever Getting Back Together_clip1,1
050_Taylor Swift - We Are Never Ever Getting Back Together_clip2,2
050_Taylor Swift - We Are Never Ever Getting Back Together_clip3,1
050_Taylor Swift - We Are Never Ever Getting Back Together_clip4,1
050_Taylor Swift - We Are Never Ever Getting Back Together_clip5,1
051_Coldplay - A Sky Full Of Stars (Official Video)_clip0,8
051_Coldplay - A Sky Full Of Stars (Official Video)_clip1,8
051_Coldplay - A Sky Full Of Stars (Official Video)_clip2,8
051_Coldplay - A Sky Full Of Stars (Official Video)_clip3,6
051_Coldplay - A Sky Full Of Stars (Official Video)_clip4,8
051_Coldplay - A Sky Full Of Stars (Official Video)_clip5,8
051_Coldplay - A Sky Full Of Stars (Official Video)_clip6,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip0,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip1,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip2,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip3,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip4,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip5,7
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip6,8
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip7,7
053_Meghan Trainor - Me Too (Official Video)_clip0,2
053_Meghan Trainor - Me Too (Official Video)_clip1,3
053_Meghan Trainor - Me Too (Official Video)_clip2,1
053_Meghan Trainor - Me Too (Official Video)_clip3,0
053_Meghan Trainor - Me Too (Official Video)_clip4,1
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip0,6
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip1,1
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip2,1
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip3,1
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip4,1
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip5,2
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip6,1
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip0,6
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip1,8
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip2,8
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip3,8
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip4,8
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip5,6
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip0",2
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip1",9
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip2",9
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip3",9
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip4",9
057_Demi Lovato - Heart Attack (Official Video)_clip0,9
057_Demi Lovato - Heart Attack (Official Video)_clip1,4
057_Demi Lovato - Heart Attack (Official Video)_clip2,9
057_Demi Lovato - Heart Attack (Official Video)_clip3,9
057_Demi Lovato - Heart Attack (Official Video)_clip4,9
057_Demi Lovato - Heart Attack (Official Video)_clip5,2
058_Charlie Puth - ＂How Long＂ [Official Video]_clip0,2
058_Charlie Puth - ＂How Long＂ [Official Video]_clip1,2
058_Charlie Puth - ＂How Long＂ [Official Video]_clip2,8
058_Charlie Puth - ＂How Long＂ [Official Video]_clip3,2
058_Charlie Puth - ＂How Long＂ [Official Video]_clip4,7
058_Charlie Puth - ＂How Long＂ [Official Video]_clip5,8
059_Bastille - Pompeii (Official Music Video)_clip0,0
059_Bastille - Pompeii (Official Music Video)_clip1,5
059_Bastille - Pompeii (Official Music Video)_clip2,7
059_Bastille - Pompeii (Official Music Video)_clip3,8
059_Bastille - Pompeii (Official Music Video)_clip4,7
059_Bastille - Pompeii (Official Music Video)_clip5,6
059_Bastille - Pompeii (Official Music Video)_clip6,7
060_Justin Bieber - Company_clip0,1
060_Justin Bieber - Company_clip1,1
060_Justin Bieber - Company_clip2,1
060_Justin Bieber - Company_clip3,1
060_Justin Bieber - Company_clip4,1
060_Justin Bieber - Company_clip5,1
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip0,6
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip1,2
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip2,1
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip3,1
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip4,5
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip5,1
062_Meghan Trainor - NO (Official Video)_clip0,5
062_Meghan Trainor - NO (Official Video)_clip1,2
062_Meghan Trainor - NO (Official Video)_clip2,9
062_Meghan Trainor - NO (Official Video)_clip3,9
062_Meghan Trainor - NO (Official Video)_clip4,5
062_Meghan Trainor - NO (Official Video)_clip5,8
063_Taylor Swift - 22_clip0,1
063_Taylor Swift - 22_clip1,1
063_Taylor Swift - 22_clip2,1
063_Taylor Swift - 22_clip3,1
063_Taylor Swift - 22_clip4,1
063_Taylor Swift - 22_clip5,1
063_Taylor Swift - 22_clip6,1
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip0,8
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip1,2
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip2,3
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip3,3
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip4,3
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip5,7
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip6,3
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip7,2
065_Meghan Trainor - Dear Future Husband (Official Video)_clip0,5
065_Meghan Trainor - Dear Future Husband (Official Video)_clip1,9
065_Meghan Trainor - Dear Future Husband (Official Video)_clip2,9
065_Meghan Trainor - Dear Future Husband (Official Video)_clip3,9
065_Meghan Trainor - Dear Future Husband (Official Video)_clip4,1
065_Meghan Trainor - Dear Future Husband (Official Video)_clip5,1
066_Maroon 5 - What Lovers Do ft. SZA (Official Music Video)_clip0,5
