id,cluster
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip2,2
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip3,2
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip4,2
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip5,2
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip6,2
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip0,0
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip1,8
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip2,8
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip3,6
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip4,0
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip5,2
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip6,0
015_Ellie Goulding - Burn (Official Video)_clip0,4
015_Ellie Goulding - Burn (Official Video)_clip1,8
015_Ellie Goulding - Burn (Official Video)_clip2,8
015_Ellie Goulding - Burn (Official Video)_clip3,4
015_Ellie Goulding - Burn (Official Video)_clip4,8
015_Ellie Goulding - Burn (Official Video)_clip5,8
015_Ellie Goulding - Burn (Official Video)_clip6,8
016_Calvin Harris - Summer (Official Video)_clip0,0
016_Calvin Harris - Summer (Official Video)_clip1,3
016_Calvin Harris - Summer (Official Video)_clip2,6
016_Calvin Harris - Summer (Official Video)_clip3,6
016_Calvin Harris - Summer (Official Video)_clip4,6
016_Calvin Harris - Summer (Official Video)_clip5,0
016_Calvin Harris - Summer (Official Video)_clip6,6
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip0,5
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip1,8
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip2,0
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip3,8
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip4,6
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip5,0
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip6,6
018_Carly Rae Jepsen - Call Me Maybe_clip0,0
018_Carly Rae Jepsen - Call Me Maybe_clip1,0
018_Carly Rae Jepsen - Call Me Maybe_clip2,0
018_Carly Rae Jepsen - Call Me Maybe_clip3,1
018_Carly Rae Jepsen - Call Me Maybe_clip4,3
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip0,8
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip1,8
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip2,0
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip3,8
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip4,0
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip5,2
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip6,2
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip7,2
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip0,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip1,6
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip2,6
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip3,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip4,6
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip5,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip6,6
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip7,5
021_Sam Smith - Too Good At Goodbyes_clip0,3
021_Sam Smith - Too Good At Goodbyes_clip1,0
021_Sam Smith - Too Good At Goodbyes_clip2,3
021_Sam Smith - Too Good At Goodbyes_clip3,0
021_Sam Smith - Too Good At Goodbyes_clip4,4
021_Sam Smith - Too Good At Goodbyes_clip5,2
021_Sam Smith - Too Good At Goodbyes_clip6,6
021_Sam Smith - Too Good At Goodbyes_clip7,2
022_One Direction - What Makes You Beautiful (Official Video)_clip0,4
022_One Direction - What Makes You Beautiful (Official Video)_clip1,4
022_One Direction - What Makes You Beautiful (Official Video)_clip2,0
022_One Direction - What Makes You Beautiful (Official Video)_clip3,1
022_One Direction - What Makes You Beautiful (Official Video)_clip4,1
022_One Direction - What Makes You Beautiful (Official Video)_clip5,1
023_Charlie Puth - Attention [Official Video]_clip0,3
023_Charlie Puth - Attention [Official Video]_clip1,4
023_Charlie Puth - Attention [Official Video]_clip2,8
023_Charlie Puth - Attention [Official Video]_clip3,4
023_Charlie Puth - Attention [Official Video]_clip4,8
023_Charlie Puth - Attention [Official Video]_clip5,4
023_Charlie Puth - Attention [Official Video]_clip6,5
024_James Arthur - Say You Won't Let Go_clip0,2
024_James Arthur - Say You Won't Let Go_clip1,2
024_James Arthur - Say You Won't Let Go_clip2,2
024_James Arthur - Say You Won't Let Go_clip3,2
024_James Arthur - Say You Won't Let Go_clip4,2
024_James Arthur - Say You Won't Let Go_clip5,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip0,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip1,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip2,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip3,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip4,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip5,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip6,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip7,1
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip8,1
026_Taylor Swift - You Belong With Me_clip0,4
026_Taylor Swift - You Belong With Me_clip1,4
026_Taylor Swift - You Belong With Me_clip2,4
026_Taylor Swift - You Belong With Me_clip3,1
026_Taylor Swift - You Belong With Me_clip4,1
026_Taylor Swift - You Belong With Me_clip5,1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip0",7
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip1",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip2",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip3",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip4",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip5",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip6",1
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip0,5
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip1,7
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip2,8
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip3,8
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip4,8
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip5,2
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip6,8
029_Ariana Grande - no tears left to cry (Official Video)_clip0,3
029_Ariana Grande - no tears left to cry (Official Video)_clip1,4
029_Ariana Grande - no tears left to cry (Official Video)_clip2,0
029_Ariana Grande - no tears left to cry (Official Video)_clip3,6
029_Ariana Grande - no tears left to cry (Official Video)_clip4,3
029_Ariana Grande - no tears left to cry (Official Video)_clip5,6
029_Ariana Grande - no tears left to cry (Official Video)_clip6,6
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip0,2
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip1,2
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip2,2
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip3,2
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip4,2
031_Rihanna - We Found Love ft. Calvin Harris_clip0,8
031_Rihanna - We Found Love ft. Calvin Harris_clip1,1
031_Rihanna - We Found Love ft. Calvin Harris_clip2,3
031_Rihanna - We Found Love ft. Calvin Harris_clip3,3
031_Rihanna - We Found Love ft. Calvin Harris_clip4,1
031_Rihanna - We Found Love ft. Calvin Harris_clip5,1
031_Rihanna - We Found Love ft. Calvin Harris_clip6,3
031_Rihanna - We Found Love ft. Calvin Harris_clip7,1
032_One Direction - Drag Me Down (Official Video)_clip0,8
032_One Direction - Drag Me Down (Official Video)_clip1,8
032_One Direction - Drag Me Down (Official Video)_clip2,7
032_One Direction - Drag Me Down (Official Video)_clip3,8
032_One Direction - Drag Me Down (Official Video)_clip4,3
033_One Direction - Story of My Life_clip0,2
033_One Direction - Story of My Life_clip1,7
033_One Direction - Story of My Life_clip2,8
033_One Direction - Story of My Life_clip3,8
033_One Direction - Story of My Life_clip4,2
033_One Direction - Story of My Life_clip5,8
033_One Direction - Story of My Life_clip6,7
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip0,3
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip1,4
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip2,1
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip3,5
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip4,3
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip5,1
035_Rihanna - Only Girl (In The World)_clip0,1
035_Rihanna - Only Girl (In The World)_clip1,4
035_Rihanna - Only Girl (In The World)_clip2,0
035_Rihanna - Only Girl (In The World)_clip3,4
035_Rihanna - Only Girl (In The World)_clip4,0
035_Rihanna - Only Girl (In The World)_clip5,1
035_Rihanna - Only Girl (In The World)_clip6,0
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip0,3
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip1,3
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip2,8
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip3,8
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip4,8
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip5,8
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip0,8
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip1,5
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip2,6
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip3,6
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip4,5
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip5,5
038_Katy Perry - The One That Got Away (Official Music Video)_clip0,1
038_Katy Perry - The One That Got Away (Official Music Video)_clip1,1
038_Katy Perry - The One That Got Away (Official Music Video)_clip2,4
038_Katy Perry - The One That Got Away (Official Music Video)_clip3,1
038_Katy Perry - The One That Got Away (Official Music Video)_clip4,1
038_Katy Perry - The One That Got Away (Official Music Video)_clip5,4
038_Katy Perry - The One That Got Away (Official Music Video)_clip6,1
038_Katy Perry - The One That Got Away (Official Music Video)_clip7,5
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip0,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip1,1
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip2,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip3,1
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip4,8
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip5,1
040_Little Mix - Black Magic (Official Video)_clip0,3
040_Little Mix - Black Magic (Official Video)_clip1,1
040_Little Mix - Black Magic (Official Video)_clip2,1
040_Little Mix - Black Magic (Official Video)_clip3,1
040_Little Mix - Black Magic (Official Video)_clip4,1
040_Little Mix - Black Magic (Official Video)_clip5,1
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip0,7
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip1,8
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip2,4
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip3,8
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip4,7
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip5,7
042_Charlie Puth - One Call Away [Official Video]_clip0,5
042_Charlie Puth - One Call Away [Official Video]_clip1,3
042_Charlie Puth - One Call Away [Official Video]_clip2,8
042_Charlie Puth - One Call Away [Official Video]_clip3,8
042_Charlie Puth - One Call Away [Official Video]_clip4,8
042_Charlie Puth - One Call Away [Official Video]_clip5,8
042_Charlie Puth - One Call Away [Official Video]_clip6,8
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip0,3
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip1,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip2,3
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip3,6
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip4,6
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip5,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip6,3
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip7,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip8,1
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip9,5
044_Zara Larsson - Lush Life (Official Video)_clip0,6
044_Zara Larsson - Lush Life (Official Video)_clip1,3
044_Zara Larsson - Lush Life (Official Video)_clip2,2
044_Zara Larsson - Lush Life (Official Video)_clip3,2
044_Zara Larsson - Lush Life (Official Video)_clip4,2
044_Zara Larsson - Lush Life (Official Video)_clip5,2
045_Pharrell Williams - Happy (Official Video)_clip0,8
045_Pharrell Williams - Happy (Official Video)_clip1,8
045_Pharrell Williams - Happy (Official Video)_clip2,8
045_Pharrell Williams - Happy (Official Video)_clip3,8
045_Pharrell Williams - Happy (Official Video)_clip4,8
045_Pharrell Williams - Happy (Official Video)_clip5,8
045_Pharrell Williams - Happy (Official Video)_clip6,8
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip0,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip1,0
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip2,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip3,0
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip4,2
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip5,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip6,2
047_One Direction - Live While We're Young_clip0,0
047_One Direction - Live While We're Young_clip1,0
047_One Direction - Live While We're Young_clip2,0
047_One Direction - Live While We're Young_clip3,0
047_One Direction - Live While We're Young_clip4,0
048_Coldplay - Viva La Vida (Official Video)_clip0,8
048_Coldplay - Viva La Vida (Official Video)_clip1,8
048_Coldplay - Viva La Vida (Official Video)_clip2,8
048_Coldplay - Viva La Vida (Official Video)_clip3,8
048_Coldplay - Viva La Vida (Official Video)_clip4,8
048_Coldplay - Viva La Vida (Official Video)_clip5,3
048_Coldplay - Viva La Vida (Official Video)_clip6,8
049_Taylor Swift - Style_clip0,0
049_Taylor Swift - Style_clip1,0
049_Taylor Swift - Style_clip2,0
049_Taylor Swift - Style_clip3,0
049_Taylor Swift - Style_clip4,0
049_Taylor Swift - Style_clip5,0
049_Taylor Swift - Style_clip6,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip0,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip1,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip2,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip3,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip4,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip5,0
051_Coldplay - A Sky Full Of Stars (Official Video)_clip0,4
051_Coldplay - A Sky Full Of Stars (Official Video)_clip1,4
051_Coldplay - A Sky Full Of Stars (Official Video)_clip2,1
051_Coldplay - A Sky Full Of Stars (Official Video)_clip3,3
051_Coldplay - A Sky Full Of Stars (Official Video)_clip4,4
051_Coldplay - A Sky Full Of Stars (Official Video)_clip5,1
051_Coldplay - A Sky Full Of Stars (Official Video)_clip6,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip0,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip1,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip2,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip3,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip4,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip5,5
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip6,1
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip7,5
053_Meghan Trainor - Me Too (Official Video)_clip0,4
053_Meghan Trainor - Me Too (Official Video)_clip1,0
053_Meghan Trainor - Me Too (Official Video)_clip2,6
053_Meghan Trainor - Me Too (Official Video)_clip3,0
053_Meghan Trainor - Me Too (Official Video)_clip4,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip0,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip1,6
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip2,6
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip3,6
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip4,6
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip5,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip6,6
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip0,3
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip1,1
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip2,1
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip3,1
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip4,1
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip5,3
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip0",7
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip1",8
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip2",8
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip3",8
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip4",8
057_Demi Lovato - Heart Attack (Official Video)_clip0,3
057_Demi Lovato - Heart Attack (Official Video)_clip1,8
057_Demi Lovato - Heart Attack (Official Video)_clip2,3
057_Demi Lovato - Heart Attack (Official Video)_clip3,8
057_Demi Lovato - Heart Attack (Official Video)_clip4,8
057_Demi Lovato - Heart Attack (Official Video)_clip5,3
058_Charlie Puth - ＂How Long＂ [Official Video]_clip0,4
058_Charlie Puth - ＂How Long＂ [Official Video]_clip1,7
058_Charlie Puth - ＂How Long＂ [Official Video]_clip2,1
058_Charlie Puth - ＂How Long＂ [Official Video]_clip3,7
058_Charlie Puth - ＂How Long＂ [Official Video]_clip4,5
058_Charlie Puth - ＂How Long＂ [Official Video]_clip5,1
059_Bastille - Pompeii (Official Music Video)_clip0,6
059_Bastille - Pompeii (Official Music Video)_clip1,9
059_Bastille - Pompeii (Official Music Video)_clip2,5
059_Bastille - Pompeii (Official Music Video)_clip3,1
059_Bastille - Pompeii (Official Music Video)_clip4,5
059_Bastille - Pompeii (Official Music Video)_clip5,9
059_Bastille - Pompeii (Official Music Video)_clip6,5
060_Justin Bieber - Company_clip0,1
060_Justin Bieber - Company_clip1,0
060_Justin Bieber - Company_clip2,1
060_Justin Bieber - Company_clip3,0
060_Justin Bieber - Company_clip4,0
060_Justin Bieber - Company_clip5,0
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip0,3
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip1,4
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip2,0
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip3,3
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip4,5
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip5,6
062_Meghan Trainor - NO (Official Video)_clip0,7
062_Meghan Trainor - NO (Official Video)_clip1,4
062_Meghan Trainor - NO (Official Video)_clip2,3
062_Meghan Trainor - NO (Official Video)_clip3,5
062_Meghan Trainor - NO (Official Video)_clip4,9
062_Meghan Trainor - NO (Official Video)_clip5,1
063_Taylor Swift - 22_clip0,0
063_Taylor Swift - 22_clip1,0
063_Taylor Swift - 22_clip2,0
063_Taylor Swift - 22_clip3,0
063_Taylor Swift - 22_clip4,0
063_Taylor Swift - 22_clip5,0
063_Taylor Swift - 22_clip6,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip0,1
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip1,1
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip2,6
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip3,6
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip4,6
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip5,6
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip6,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip7,4
065_Meghan Trainor - Dear Future Husband (Official Video)_clip0,7
065_Meghan Trainor - Dear Future Husband (Official Video)_clip1,3
065_Meghan Trainor - Dear Future Husband (Official Video)_clip2,8
065_Meghan Trainor - Dear Future Husband (Official Video)_clip3,3
065_Meghan Trainor - Dear Future Husband (Official Video)_clip4,0
065_Meghan Trainor - Dear Future Husband (Official Video)_clip5,6
066_Maroon 5 - What Lovers Do ft. SZA (Official Music Video)_clip0,7
