id,cluster
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip5,4
013_Bruno Mars - Just The Way You Are (Official Music Video)_clip6,0
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip0,2
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip1,1
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip2,3
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip3,0
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip4,1
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip5,0
014_Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video]_clip6,0
015_Ellie Goulding - Burn (Official Video)_clip0,1
015_Ellie Goulding - Burn (Official Video)_clip1,4
015_Ellie Goulding - Burn (Official Video)_clip2,4
015_Ellie Goulding - Burn (Official Video)_clip3,1
015_Ellie Goulding - Burn (Official Video)_clip4,4
015_Ellie Goulding - Burn (Official Video)_clip5,4
015_Ellie Goulding - Burn (Official Video)_clip6,4
016_Calvin Harris - Summer (Official Video)_clip0,0
016_Calvin Harris - Summer (Official Video)_clip1,3
016_Calvin Harris - Summer (Official Video)_clip2,0
016_Calvin Harris - Summer (Official Video)_clip3,0
016_Calvin Harris - Summer (Official Video)_clip4,0
016_Calvin Harris - Summer (Official Video)_clip5,0
016_Calvin Harris - Summer (Official Video)_clip6,0
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip0,0
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip1,1
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip2,0
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip3,4
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip4,0
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip5,1
017_Taylor Swift - Bad Blood ft. Kendrick Lamar_clip6,0
018_Carly Rae Jepsen - Call Me Maybe_clip0,3
018_Carly Rae Jepsen - Call Me Maybe_clip1,0
018_Carly Rae Jepsen - Call Me Maybe_clip2,0
018_Carly Rae Jepsen - Call Me Maybe_clip3,0
018_Carly Rae Jepsen - Call Me Maybe_clip4,3
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip0,1
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip1,3
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip2,0
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip3,1
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip4,1
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip5,4
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip6,4
019_Sam Smith - I'm Not The Only One (Official Music Video)_clip7,4
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip0,3
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip1,1
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip2,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip3,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip4,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip5,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip6,0
020_Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video)_clip7,3
021_Sam Smith - Too Good At Goodbyes_clip0,3
021_Sam Smith - Too Good At Goodbyes_clip1,3
021_Sam Smith - Too Good At Goodbyes_clip2,3
021_Sam Smith - Too Good At Goodbyes_clip3,0
021_Sam Smith - Too Good At Goodbyes_clip4,1
021_Sam Smith - Too Good At Goodbyes_clip5,0
021_Sam Smith - Too Good At Goodbyes_clip6,4
021_Sam Smith - Too Good At Goodbyes_clip7,0
022_One Direction - What Makes You Beautiful (Official Video)_clip0,1
022_One Direction - What Makes You Beautiful (Official Video)_clip1,2
022_One Direction - What Makes You Beautiful (Official Video)_clip2,2
022_One Direction - What Makes You Beautiful (Official Video)_clip3,2
022_One Direction - What Makes You Beautiful (Official Video)_clip4,2
022_One Direction - What Makes You Beautiful (Official Video)_clip5,2
023_Charlie Puth - Attention [Official Video]_clip0,3
023_Charlie Puth - Attention [Official Video]_clip1,2
023_Charlie Puth - Attention [Official Video]_clip2,4
023_Charlie Puth - Attention [Official Video]_clip3,1
023_Charlie Puth - Attention [Official Video]_clip4,4
023_Charlie Puth - Attention [Official Video]_clip5,2
023_Charlie Puth - Attention [Official Video]_clip6,4
024_James Arthur - Say You Won't Let Go_clip0,3
024_James Arthur - Say You Won't Let Go_clip1,4
024_James Arthur - Say You Won't Let Go_clip2,4
024_James Arthur - Say You Won't Let Go_clip3,4
024_James Arthur - Say You Won't Let Go_clip4,4
024_James Arthur - Say You Won't Let Go_clip5,4
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip0,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip1,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip2,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip3,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip4,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip5,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip6,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip7,2
025_Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)_clip8,2
026_Taylor Swift - You Belong With Me_clip0,1
026_Taylor Swift - You Belong With Me_clip1,1
026_Taylor Swift - You Belong With Me_clip2,2
026_Taylor Swift - You Belong With Me_clip3,2
026_Taylor Swift - You Belong With Me_clip4,2
026_Taylor Swift - You Belong With Me_clip5,2
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip0",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip1",2
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip2",2
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip3",1
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip4",2
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip5",2
"027_David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)_clip6",2
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip0,0
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip1,3
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip2,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip3,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip4,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip5,4
028_Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]_clip6,4
029_Ariana Grande - no tears left to cry (Official Video)_clip0,3
029_Ariana Grande - no tears left to cry (Official Video)_clip1,1
029_Ariana Grande - no tears left to cry (Official Video)_clip2,0
029_Ariana Grande - no tears left to cry (Official Video)_clip3,0
029_Ariana Grande - no tears left to cry (Official Video)_clip4,3
029_Ariana Grande - no tears left to cry (Official Video)_clip5,0
029_Ariana Grande - no tears left to cry (Official Video)_clip6,0
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip0,3
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip1,4
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip2,3
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip3,4
030_Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video]_clip4,4
031_Rihanna - We Found Love ft. Calvin Harris_clip0,1
031_Rihanna - We Found Love ft. Calvin Harris_clip1,2
031_Rihanna - We Found Love ft. Calvin Harris_clip2,2
031_Rihanna - We Found Love ft. Calvin Harris_clip3,3
031_Rihanna - We Found Love ft. Calvin Harris_clip4,2
031_Rihanna - We Found Love ft. Calvin Harris_clip5,2
031_Rihanna - We Found Love ft. Calvin Harris_clip6,3
031_Rihanna - We Found Love ft. Calvin Harris_clip7,2
032_One Direction - Drag Me Down (Official Video)_clip0,4
032_One Direction - Drag Me Down (Official Video)_clip1,4
032_One Direction - Drag Me Down (Official Video)_clip2,1
032_One Direction - Drag Me Down (Official Video)_clip3,4
032_One Direction - Drag Me Down (Official Video)_clip4,3
033_One Direction - Story of My Life_clip0,4
033_One Direction - Story of My Life_clip1,1
033_One Direction - Story of My Life_clip2,4
033_One Direction - Story of My Life_clip3,4
033_One Direction - Story of My Life_clip4,4
033_One Direction - Story of My Life_clip5,4
033_One Direction - Story of My Life_clip6,1
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip0,3
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip1,1
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip2,3
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip3,2
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip4,3
034_Backstreet Boys - I Want It That Way (Official HD Video)_clip5,2
035_Rihanna - Only Girl (In The World)_clip0,2
035_Rihanna - Only Girl (In The World)_clip1,2
035_Rihanna - Only Girl (In The World)_clip2,0
035_Rihanna - Only Girl (In The World)_clip3,2
035_Rihanna - Only Girl (In The World)_clip4,0
035_Rihanna - Only Girl (In The World)_clip5,0
035_Rihanna - Only Girl (In The World)_clip6,1
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip0,3
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip1,3
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip2,4
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip3,4
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip4,4
036_Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding_clip5,4
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip0,0
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip1,0
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip2,1
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip3,0
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip4,2
037_Beyoncé - Single Ladies (Put a Ring on It) (Video Version)_clip5,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip0,1
038_Katy Perry - The One That Got Away (Official Music Video)_clip1,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip2,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip3,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip4,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip5,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip6,2
038_Katy Perry - The One That Got Away (Official Music Video)_clip7,2
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip0,2
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip1,2
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip2,2
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip3,2
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip4,1
039_Miley Cyrus - Party In The U.S.A. (Official Video)_clip5,2
040_Little Mix - Black Magic (Official Video)_clip0,2
040_Little Mix - Black Magic (Official Video)_clip1,2
040_Little Mix - Black Magic (Official Video)_clip2,2
040_Little Mix - Black Magic (Official Video)_clip3,2
040_Little Mix - Black Magic (Official Video)_clip4,2
040_Little Mix - Black Magic (Official Video)_clip5,2
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip0,3
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip1,4
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip2,4
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip3,4
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip4,3
041_Imagine Dragons - Whatever It Takes (Official Music Video)_clip5,3
042_Charlie Puth - One Call Away [Official Video]_clip0,3
042_Charlie Puth - One Call Away [Official Video]_clip1,3
042_Charlie Puth - One Call Away [Official Video]_clip2,4
042_Charlie Puth - One Call Away [Official Video]_clip3,4
042_Charlie Puth - One Call Away [Official Video]_clip4,2
042_Charlie Puth - One Call Away [Official Video]_clip5,4
042_Charlie Puth - One Call Away [Official Video]_clip6,4
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip0,3
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip1,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip2,3
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip3,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip4,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip5,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip6,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip7,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip8,0
043_Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video)_clip9,0
044_Zara Larsson - Lush Life (Official Video)_clip0,4
044_Zara Larsson - Lush Life (Official Video)_clip1,3
044_Zara Larsson - Lush Life (Official Video)_clip2,0
044_Zara Larsson - Lush Life (Official Video)_clip3,4
044_Zara Larsson - Lush Life (Official Video)_clip4,4
044_Zara Larsson - Lush Life (Official Video)_clip5,4
045_Pharrell Williams - Happy (Official Video)_clip0,4
045_Pharrell Williams - Happy (Official Video)_clip1,3
045_Pharrell Williams - Happy (Official Video)_clip2,4
045_Pharrell Williams - Happy (Official Video)_clip3,4
045_Pharrell Williams - Happy (Official Video)_clip4,4
045_Pharrell Williams - Happy (Official Video)_clip5,4
045_Pharrell Williams - Happy (Official Video)_clip6,4
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip0,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip1,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip2,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip3,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip4,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip5,3
046_Marshmello ft. Bastille - Happier (Official Music Video)_clip6,0
047_One Direction - Live While We're Young_clip0,0
047_One Direction - Live While We're Young_clip1,0
047_One Direction - Live While We're Young_clip2,1
047_One Direction - Live While We're Young_clip3,0
047_One Direction - Live While We're Young_clip4,0
048_Coldplay - Viva La Vida (Official Video)_clip0,4
048_Coldplay - Viva La Vida (Official Video)_clip1,4
048_Coldplay - Viva La Vida (Official Video)_clip2,4
048_Coldplay - Viva La Vida (Official Video)_clip3,4
048_Coldplay - Viva La Vida (Official Video)_clip4,4
048_Coldplay - Viva La Vida (Official Video)_clip5,3
048_Coldplay - Viva La Vida (Official Video)_clip6,4
049_Taylor Swift - Style_clip0,0
049_Taylor Swift - Style_clip1,0
049_Taylor Swift - Style_clip2,0
049_Taylor Swift - Style_clip3,2
049_Taylor Swift - Style_clip4,0
049_Taylor Swift - Style_clip5,0
049_Taylor Swift - Style_clip6,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip0,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip1,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip2,1
050_Taylor Swift - We Are Never Ever Getting Back Together_clip3,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip4,0
050_Taylor Swift - We Are Never Ever Getting Back Together_clip5,0
051_Coldplay - A Sky Full Of Stars (Official Video)_clip0,2
051_Coldplay - A Sky Full Of Stars (Official Video)_clip1,1
051_Coldplay - A Sky Full Of Stars (Official Video)_clip2,2
051_Coldplay - A Sky Full Of Stars (Official Video)_clip3,3
051_Coldplay - A Sky Full Of Stars (Official Video)_clip4,2
051_Coldplay - A Sky Full Of Stars (Official Video)_clip5,2
051_Coldplay - A Sky Full Of Stars (Official Video)_clip6,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip0,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip1,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip2,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip3,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip4,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip5,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip6,2
052_Clean Bandit - Rather Be ft. Jess Glynne [Official Video]_clip7,2
053_Meghan Trainor - Me Too (Official Video)_clip0,1
053_Meghan Trainor - Me Too (Official Video)_clip1,0
053_Meghan Trainor - Me Too (Official Video)_clip2,0
053_Meghan Trainor - Me Too (Official Video)_clip3,0
053_Meghan Trainor - Me Too (Official Video)_clip4,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip0,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip1,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip2,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip3,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip4,0
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip5,1
054_Demi Lovato - Let It Go (from ＂Frozen＂) (Official Video)_clip6,0
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip0,3
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip1,2
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip2,2
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip3,2
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip4,2
055_Jason Mraz - I'm Yours (Official Video) [4K Remaster]_clip5,3
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip0",1
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip1",4
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip2",4
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip3",4
"056_Sam Smith, Normani - Dancing With A Stranger (Official Music Video)_clip4",4
057_Demi Lovato - Heart Attack (Official Video)_clip0,3
057_Demi Lovato - Heart Attack (Official Video)_clip1,4
057_Demi Lovato - Heart Attack (Official Video)_clip2,4
057_Demi Lovato - Heart Attack (Official Video)_clip3,4
057_Demi Lovato - Heart Attack (Official Video)_clip4,4
057_Demi Lovato - Heart Attack (Official Video)_clip5,1
058_Charlie Puth - ＂How Long＂ [Official Video]_clip0,1
058_Charlie Puth - ＂How Long＂ [Official Video]_clip1,1
058_Charlie Puth - ＂How Long＂ [Official Video]_clip2,2
058_Charlie Puth - ＂How Long＂ [Official Video]_clip3,1
058_Charlie Puth - ＂How Long＂ [Official Video]_clip4,2
058_Charlie Puth - ＂How Long＂ [Official Video]_clip5,2
059_Bastille - Pompeii (Official Music Video)_clip0,2
059_Bastille - Pompeii (Official Music Video)_clip1,3
059_Bastille - Pompeii (Official Music Video)_clip2,2
059_Bastille - Pompeii (Official Music Video)_clip3,2
059_Bastille - Pompeii (Official Music Video)_clip4,2
059_Bastille - Pompeii (Official Music Video)_clip5,3
059_Bastille - Pompeii (Official Music Video)_clip6,2
060_Justin Bieber - Company_clip0,0
060_Justin Bieber - Company_clip1,0
060_Justin Bieber - Company_clip2,0
060_Justin Bieber - Company_clip3,0
060_Justin Bieber - Company_clip4,0
060_Justin Bieber - Company_clip5,0
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip0,3
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip1,1
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip2,0
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip3,0
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip4,0
061_Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera_clip5,0
062_Meghan Trainor - NO (Official Video)_clip0,1
062_Meghan Trainor - NO (Official Video)_clip1,1
062_Meghan Trainor - NO (Official Video)_clip2,3
062_Meghan Trainor - NO (Official Video)_clip3,2
062_Meghan Trainor - NO (Official Video)_clip4,3
062_Meghan Trainor - NO (Official Video)_clip5,2
063_Taylor Swift - 22_clip0,0
063_Taylor Swift - 22_clip1,0
063_Taylor Swift - 22_clip2,0
063_Taylor Swift - 22_clip3,0
063_Taylor Swift - 22_clip4,0
063_Taylor Swift - 22_clip5,0
063_Taylor Swift - 22_clip6,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip0,1
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip1,1
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip2,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip3,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip4,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip5,4
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip6,0
064_Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) (Director's Cut)_clip7,1
065_Meghan Trainor - Dear Future Husband (Official Video)_clip0,1
065_Meghan Trainor - Dear Future Husband (Official Video)_clip1,3
065_Meghan Trainor - Dear Future Husband (Official Video)_clip2,2
065_Meghan Trainor - Dear Future Husband (Official Video)_clip3,2
065_Meghan Trainor - Dear Future Husband (Official Video)_clip4,0
065_Meghan Trainor - Dear Future Husband (Official Video)_clip5,0
066_Maroon 5 - What Lovers Do ft. SZA (Official Music Video)_clip0,3
